-9.750000e-01 0.000000e+00
-9.250000e-01 0.000000e+00
-8.750000e-01 0.000000e+00
-8.250000e-01 0.000000e+00
-7.750000e-01 0.000000e+00
-7.250000e-01 1.500000e-04
-6.750000e-01 2.000000e-04
-6.250000e-01 1.500000e-04
-5.750000e-01 9.000000e-04
-5.250000e-01 1.950000e-03
-4.750000e-01 3.050000e-03
-4.250000e-01 4.750000e-03
-3.750000e-01 8.500000e-03
-3.250000e-01 1.155000e-02
-2.750000e-01 1.965000e-02
-2.250000e-01 2.590000e-02
-1.750000e-01 3.550000e-02
-1.250000e-01 4.525000e-02
-7.500000e-02 5.515000e-02
-2.500000e-02 6.270000e-02
2.500000e-02 7.230000e-02
7.500000e-02 7.950000e-02
1.250000e-01 7.905000e-02
1.750000e-01 7.725000e-02
2.250000e-01 7.390000e-02
2.750000e-01 7.110000e-02
3.250000e-01 6.065000e-02
3.750000e-01 4.995000e-02
4.250000e-01 4.135000e-02
4.750000e-01 3.550000e-02
5.250000e-01 2.550000e-02
5.750000e-01 1.970000e-02
6.250000e-01 1.385000e-02
6.750000e-01 8.850000e-03
7.250000e-01 6.500000e-03
7.750000e-01 3.450000e-03
8.250000e-01 3.000000e-03
8.750000e-01 1.600000e-03
9.250000e-01 7.000000e-04
9.750000e-01 3.000000e-04
1.025000e+00 3.000000e-04
1.075000e+00 1.500000e-04
1.125000e+00 1.500000e-04
1.175000e+00 5.000000e-05
1.225000e+00 0.000000e+00
1.275000e+00 0.000000e+00
1.325000e+00 0.000000e+00
1.375000e+00 0.000000e+00
1.425000e+00 0.000000e+00
1.475000e+00 0.000000e+00
1.525000e+00 0.000000e+00
1.575000e+00 0.000000e+00
1.625000e+00 0.000000e+00
1.675000e+00 0.000000e+00
1.725000e+00 0.000000e+00
1.775000e+00 0.000000e+00
1.825000e+00 0.000000e+00
1.875000e+00 0.000000e+00
1.925000e+00 0.000000e+00
